image_uuid,growth_stage_code
060e77bf-50c0-4f9c-916d-a36bfc3ac8c7,10
f0e9448b-2f7f-4fbf-89e0-5156125c1bed,10
c4fcf868-f47a-49d8-a8bf-e827822f3f61,10
b3c366d5-8ac8-44d3-82e0-5a1ce0e270b2,10
b540adc4-c1bd-4c1f-8783-48b3c1ac8c51,10
7af0b5c2-27cd-4600-9c7a-a45dca62b1c0,10
d45143fe-7a4d-4a7a-aa24-b9a9797a5f88,10
91264b15-b03f-49eb-8295-cea533773773,10
3427ed54-f13e-4fd4-8a41-b208d6ce4634,10
1abde7a7-c536-4b08-9038-fdab519fed2e,10
58a767f4-7478-4598-a186-e9aebb2ba53b,10
f14e4430-70e9-42d7-a770-838b782232c5,10
3911968e-fd76-4bb0-9032-856103fc7898,10
49838327-b341-4078-8e84-ba80bbabf11d,10
9114d682-aac7-4ae1-93e4-20670081d277,10
96dfae40-c722-4971-ac0e-7bdea0ecd100,10
facff768-68c8-4dc1-b3fa-378fb968bdde,10
a706e33a-32e9-4fe1-a047-dd4287a59237,10
823e2aef-46c9-4b74-811a-76688e8ec24a,10
0f993815-c23d-4f94-975e-66ada57c5f60,10
ae509d76-84b1-44d2-883a-3d49e6fdd81f,10
efddd56d-c3e2-417a-b548-f3a585b782e7,10
bcba3a9b-b5d4-4e0a-a5c8-4da891920107,10
65326206-25a6-425d-8c91-d0cca7245800,10
7e35d9ad-def3-433d-b2fa-7c921caf99ec,10
a8251c12-6d5f-4e95-826e-8ef65c5293ea,10
17763212-1c9b-4b2b-b510-1cf476a168f3,10
905adb8d-4d45-4384-be76-93561c805956,10
694bd349-4186-449d-81ed-162617dbde80,10
f45b1422-270e-43d7-9c88-c61e54b9f2ec,10
05eb3862-24b8-423b-8e15-e892c6024e6a,10
d38b0f9c-3013-4698-8d64-4593ffe579ce,10
e22db206-1d42-4dd9-acab-4b9328729bd8,10
4c5015cd-d895-4862-a7c9-993a03dea781,10
2514ea64-a661-4340-84a9-781c462c608c,10
886b4e71-7838-4f6b-b1bb-703cd37425bd,10
82f01e69-f8ba-4b69-bff3-c3f7cd4536d8,10
bfa1d307-c0c4-4c24-b742-dcdd22aaa222,10
75414bf3-f393-4186-b6e1-0fbde61f5030,10
4ceac732-9ea6-488d-83ff-3581b36aa910,10
1beb24ab-6f81-4b73-b34b-961fc83dfc95,10
9bda09a4-bce7-4908-bfbe-79820480b1c3,10
84274974-8dea-4de3-9a2f-796e45f9e26b,10
f0316a90-8204-4f81-aaf7-077880762148,10
10e33232-9297-4097-a956-88151ca777be,10
fb9c2b13-e6bc-4466-a56b-7cf4e3fbb098,10
29965fd8-4ac7-49e1-94d5-82fecaff7090,10
622050b5-9597-4df6-9b8d-bb8ce682258d,10
82fc279b-abca-41a9-a02f-48b8943edf50,10
99291be1-4e9d-483c-8b06-e60eb106a64b,10
7c82e80f-f3b2-4f0d-9ce9-c56bcc438df4,10
46601c20-9569-46cb-9ed1-0fe876fca07e,10
65a0fe0b-3655-4d41-b547-d35c47f32821,10
e76193ab-6938-41c4-87c7-75bbc2a29d1b,10
98de93fe-65ae-4db7-82c4-87afd661bc61,10
ef64f113-2147-426b-8a0e-02a207ee15b9,10
5d0545c2-7d1f-49b4-abff-b557de033513,10
d12121d4-8444-4cf9-bd8e-6bcb091c2af0,10
7b2a1e08-cfbb-4d1f-bbc7-25229daabe70,10
1b48f548-9e4e-4b9d-80f8-86307a39ca59,10
2c2fa49b-0b2b-4aa6-a9e0-9d11ccd3cf35,10
8ad385ae-1084-4017-8192-782b827c1b44,10
6112e7f8-2835-4eca-94c5-2b7c56e9ab35,10
303899a6-27c1-4034-8d5a-ea84710c6faa,10
393a3c86-0a36-40b1-b164-3d0eb3ca7e43,10
903a0baf-c965-4221-811e-2d0ac1541994,10
88931cde-cea6-4f18-9107-79a284b29aea,10
b9a3d553-63a3-46ef-a68b-65dc35d64658,10
ff75e017-a933-4a35-95a3-afb7a0b19b7e,10
d5c342f8-057c-465b-9005-a7118ca3d5bc,10
eab31e2a-ffaa-444f-8dd6-4522d6533e62,10
aa12b3e3-363f-4acb-969f-ab3d7ec813ab,10
f0a04d3c-58aa-4d0f-930f-148afacbbb2f,10
37bb7749-8054-49d5-9749-8f782278a88a,10
2f4097ae-14fd-4dc7-a625-215790348f70,10
b35e4e43-a2f8-45bb-adaa-43953a2eb9bc,10
3d85e4c0-7560-471a-b374-54efead0ee95,10
50abf6e7-4864-45e5-a780-00641445a949,10
a556e27c-6073-47c3-a9d6-6d10478bed71,10
81e7efa5-0b77-4de0-9ac3-fe684ed78fd0,10
51a4b7c3-7ec0-4534-a9b4-1ea2d8eae048,10
b3ebf687-7031-46e3-8bd7-de8038e97ded,10
d40df18c-fb37-47c9-be5b-73a863db0f8e,10
8ea40193-fb25-499e-a204-e68f3745b9c9,10
2d8520e1-dc65-42da-a96f-76f85d48e6a2,10
9c4d3162-195b-44b6-9cac-20cec130977a,10
c9899ae9-0158-4996-93d9-61702bcf1d9b,10
7d47e704-e9eb-4c92-ae0f-bf83cb06a86e,10
18a6a9dd-655d-409a-97ca-f55a530715e5,10
3eedff52-8179-4f40-a3dc-7a1c15e5f217,10
c72ba6b5-28b4-4a6f-9eaa-c7206e55168a,10
d90a47b0-eb28-4726-a8b1-6425ff38a286,10
5b9fbc19-5aa8-49a9-bdd0-7eca53b17eb9,10
28d44072-dbe6-40d9-b7c4-6cf95e5f8e69,10
96178f8d-d657-4b0b-bf37-1d53eb9dc4ea,10
dc0a6211-bb91-40de-8882-b41b1536d2a0,10
060db390-5dbe-4264-82d6-a434af00b565,10
6f234fb3-86f9-4c1c-809d-96b452399281,10
332132cb-6587-4930-9d0f-b3179bbc5af8,10
20702385-6e60-40ae-99f4-e0ea7118cf84,10
915567c7-e9bc-471e-b297-9e0bca278872,10
dd6d3081-aa60-4842-aaef-ff814ea87ba2,10
50bf80a4-da21-4284-acb5-32d0206f44a2,10
58d4b2be-2e4e-431d-9e2f-a7059d770c4f,10
ba07b05b-d56a-417b-8e94-35d6d0981d2a,10
7248a94f-592f-4598-8c67-976ebc9a5394,10
ac904d27-d4b3-4bf1-99cf-bd9caa9834a8,10
f3f6a394-7ad5-4212-8c1c-c662e22dea9e,10
8408ede5-5f2e-437c-80a2-6650d39dac5b,10
d69f8917-496e-4ec9-b76f-53f0aae3497a,10
6f3144ae-32c6-4d4b-828c-bf36a47b9434,10
166acd54-7c05-4d45-a32a-b06fa813a4d0,10
92c0a9c3-051b-4124-a379-1da85a4563d5,10
6e9c0884-563a-41e7-bcad-a77cc6d08105,10
62a55c2f-337f-45ff-9108-5af69fb0e86f,10
70b5fab7-45d7-4fcd-b8d1-2a38031c4481,10
68718e9b-e673-4476-9fcb-e493caddb5d2,10
4aa7e16c-820a-488c-bd5b-d1e3ae6381f0,10
4083252d-f27a-48aa-89db-13c0b0d80f9e,10
ec3e64df-dcab-4900-9656-943c38541eb7,10
bb6125d2-e371-426a-b50e-726f4815b886,10
dfb3fb3f-1530-4bb4-b8af-e5a8eaf74613,10
8d6178ac-d4db-41bc-b5fd-c0b101e34816,10
38435f83-5b0a-45e6-9ad6-c68064cfa39a,10
cbebdfb6-e8c2-475c-8124-77b56fac6efd,10
67751385-48a1-487f-aec2-ac0cebffb685,10
6f3e95c8-830d-4c8f-992a-10a09efd833b,10
4ea27aa5-4995-40a2-b16f-8b8ed8310492,10
6d0092eb-6028-4b9b-b389-dbf61bf5280c,10
41a225f2-3b85-4dde-b355-6389d0e399a2,10
969baaca-c3ff-40a5-b5a8-b92cf33c4fff,10
90f11cb5-d714-4331-9dbb-d5ab56069e32,10
822f089e-6be6-4c92-83c6-1d2ecd5cacb1,10
ae28b449-13e9-4c8c-af8d-d916c27ff10b,10
120b6533-c6df-439e-8694-d466fd8c912d,10
756c557a-c599-48a9-8605-0c451bb41742,10
7704544b-3eef-4503-8154-aca674f66885,10
bcc6924a-9f45-45e9-8058-f3650a26728f,10
da621957-2611-41a0-8ff2-df1640de8001,10
4ab30358-259c-4ab8-9a6a-36229999ddcf,10
556b8948-16a9-4d49-a6a7-73330cca34ab,10
b8a4cc97-08f9-49cf-8af5-b063835b23e1,10
91e98221-8d58-4482-9e37-610dd11a94af,10
0775fb43-2bc5-4921-ab29-d0eac36c6a59,10
67a5e871-7eef-450b-9c1e-29510e79eb1e,10
5969cf8e-b39f-488e-8fd6-b35cfdeb4314,10
6fa675e4-cbe4-4dfe-91c9-2874ab5488a4,10
00f749d0-317a-4545-963f-a1b4f734981c,10
0bab677b-e58a-4c59-b741-f1f7f7062404,10
fe556bf5-4c47-4da9-a078-b0404e11f9bb,10
f1a67cb9-2f53-4f80-b335-e1baa2e8b394,10
4d7029bc-a0a9-4367-8429-959a91324c15,10
13cc533b-0b58-4cf3-a2ca-3bf1ef46ca93,10
ed44717b-abca-4dea-8335-56e503b1d919,10
683b769f-0529-4f3c-ab2d-0da05329a4a1,10
6368ec1c-8d54-4d81-a09f-008cd1918e96,10
ee05fccb-e395-42c2-a88c-72ad5fb8bd35,10
8b1fd6c8-a02b-422d-99ae-cdb399dc0c93,10
2b4df4f0-14e3-4414-b18c-48fe266875d4,10
bf0884fd-31d3-48f3-ba4e-f6295a72bde9,10
80724e83-ae98-40ec-86ca-c3f026e88679,10
c5de5360-c9ff-41c6-a6e4-6ea83df916a6,10
45e92183-a114-49b4-af73-13360fc5c305,10
c37eda7e-d886-42f1-9bfc-6f7fbbbcc3d1,10
20485015-da37-44d5-99ee-b42e71f07775,10
ad146230-c4f4-4728-af4e-ef1b175fa35d,10
013f0970-2c8e-43dd-82b5-fc43f7983a17,10
dbbbcaed-2ec2-436b-90a3-857bccfda9a0,10
bc02a6fa-acc1-43e5-87dc-ffa5d6e37b8c,10
9017160e-1ecd-47c5-9aa4-2327d94ac1a0,10
ddfb015e-17b4-4c79-9f4e-703bf65cf4bd,10
1072056d-249d-4c85-b9fa-f0f24dbbf5b7,10
7314a8cb-4821-426b-b1cd-b6efd3e2a072,10
a4db0421-3948-40d8-8c5d-5a129fec1b86,10
27a72cd6-0b1c-4e0e-9acf-8c9e832f08d4,10
58f5bed5-d8df-4723-8abb-93d805df73de,10
b6aab771-6aa2-48cb-8901-f654c5470b43,10
5d8f1e9b-0a7d-4c51-9260-13b2fdb7b029,10
eb2abdcc-af9e-41e3-b463-55e01807fe09,10
23ea3318-7695-4743-98e0-c0634696a17b,10
31df48ab-828b-4e42-8257-d56400c837c0,10
da016615-7668-4249-b08a-9c5085ef396b,10
f2ba3a2b-e7a0-4aec-8635-941018b54b29,10
c721cad6-5a77-4755-bd89-387605ea04e0,10
f7500110-94af-458b-bef6-b3ff9e38f96e,10
3fd8586b-7cfe-4a21-8b64-4895f199de69,10
b0ca809e-9b3e-45a6-b7d4-0770adb5e122,10
8f0c2dae-ce4f-4be9-8676-42e17600a806,10
8b040832-dd05-43df-9f3a-cad836f3dba6,10
ecc3d1bb-5a77-473c-8a20-6c8750788104,10
2ab707c7-4441-465e-8ad6-a38885652b32,10
5c04d195-3206-4cd9-9717-2d1a9f038e88,10
0b636808-4b37-4d6c-95ce-e6c67fabe773,10
743c9626-d35e-4d41-a7d6-1488d95a6e40,10
6de24242-8968-473e-b24c-3da1f26fc6c1,10
5baae00e-3f1b-4944-9837-bdb2cc26a90e,10
f682bcaa-e782-4054-8426-b8eb4d177a8d,10
8611f1f6-9363-4432-8612-1b8fd39c00dc,10
dfa8f650-f6ef-43ea-8326-2a18d4388433,10
45f421c2-af0c-4ffb-98f5-16d42a77aed7,10
03fcd850-6f24-4c47-9a16-2b825c24f99a,10
2c7f6613-07cb-4c94-84da-7ea9ec6b3201,10
cb437cc2-16ab-4bb0-9dff-103da48ffa13,10
b5d85d4c-3f6d-47a1-918d-375410050adc,10
2593aaf4-5088-4ad7-9e44-794185165a38,10
f6e6a47a-bec0-4585-8efa-d4626ab56379,10
1a2656a6-81ec-42b2-9b8e-9310ec0e346d,10
eab36d8f-9fe3-4c82-b423-adc5d038fa4d,10
d2bd616f-d04a-4aa4-8a7a-85aae3f63044,10
cd501af0-ad18-41a1-adc0-c9055a1ca585,10
d574b3fa-73f6-48d4-9eed-450c7a55f9f3,10
83bec5be-50fd-4ebf-a182-810eb9fc2f4a,10
5684522d-ed85-461e-a5f9-806ef47f262f,10
1c0f7f31-2b8c-4181-81e9-3e539ca2b8d7,10
a12cbb3e-1e93-4a34-b722-264027d55dba,10
d921120f-35d4-46a8-a5dc-f87890b7117d,10
0c117694-4223-4799-81be-acd596ecb9e6,10
fc5521ad-d874-4f20-837f-dd4ba28b760d,10
64758f3a-0f7a-4c8d-966a-a78d25b638ff,10
d8f32fd6-c186-4cbc-b7fe-0c1a78483c2f,10
f30d5ce5-5d89-46d2-a910-010932c10fc1,10
06c1b014-df0b-41e6-a011-2fe56354a2f8,10
1c7c5ee6-9935-4364-8115-0960b41700c1,10
035a75fb-0641-4a48-b0bc-34bcc7900ebe,10
d103b72c-4a57-4eaa-970b-cb5f5d7f0920,10
d22b173f-14c6-4e7f-8b77-9e22e7d87106,10
1485ab12-4591-4aa6-9d97-3a8e7f8644cd,10
3e388ecc-4fdd-410a-9e1c-060d3afdea00,10
9b4545ca-1116-4ba1-9ca7-ddc5913c5e1d,10
e6e1bf53-9384-4b24-a206-8699dfd2041e,10
909e586c-808e-43f1-8215-d3dd07e1046b,10
3a41d2c4-8013-408f-804f-abe3920d9cd0,10
5c9781d1-bd59-4238-bb56-1d6180dfe4b9,10
bc2869f7-dd11-49d0-aca7-2e1fdc3c7f24,10
77f0522b-ff65-4b66-80de-fe115a2a4b1a,10
31bcf5ad-64cd-40a8-9d3e-ffa818418bb5,10
adfea1c5-336e-4b06-b5ad-1e2c8f0f0150,10
1af7d8ad-326f-4215-ab58-caa515df8271,10
67673bbb-2c14-4220-a87a-0003a8c6af66,10
7dcab5c9-b274-4f9a-ba6a-f8c3fe5fd550,10
ebdc9077-64ef-4380-8143-6c43a0edb07f,10
9a606760-a780-4e98-8e16-ca8cd4d1553a,10
1c4bbb1e-6fbd-44c9-a1c3-74e5b8c3b2a0,10
3411f8f7-56cf-44ad-9740-12b098af294b,10
ef7fa680-da18-4198-b4af-073cbf085b05,10
f376736c-0a34-4e9e-b50d-73efab281dd3,10
d576e627-a404-4f3d-b713-1d130970c0e8,10
ad936d39-935f-4ac0-803f-f4f65c01c359,10
77797121-d8e1-47cf-8d78-53e7e68085cf,10
b4828c6c-9925-41f8-a4ae-edc0c6c6b893,10
70cdafd1-9165-4748-b415-c46a78302367,10
611daaf7-7f78-4bbf-a638-cf782874a65a,10
ba4ace09-774e-46f6-af58-8ada05384ff8,10
2625db12-4e18-47b5-bab8-e0a58d878d21,10
5d7738e7-72b2-4717-a97a-da3f2e90b7fc,10
64a69245-12b3-485e-8947-f0a6d2395dbb,10
9d25ab22-fe31-48ef-8d95-926dc18d2a31,10
35a65ffd-0888-4b2f-9298-bdc5443ae199,10
2ff20001-a0a0-4002-973f-2a20310132fc,10
9e613b9b-5a06-41ac-a451-c5632f149e09,20
1f37e122-b263-485c-9e09-ab54c29d06eb,10
e5d5e825-42af-437f-8067-ce6ab3d295e6,10
2dbf9894-abfe-4a0c-a308-e9786a911c0a,10
4165889b-b64f-42ce-ab7b-921ee8bc9a03,10
c4a35607-02e5-48bf-87c8-76316a18bc55,10
d610899a-9cc6-49b8-9b84-b5e8613dabee,10
52f1d73b-4380-40eb-8bd2-5ce55c55b10b,20
2b043dca-95a3-42f6-993c-9de83e0e0d28,10
a0463748-318d-47a2-82f8-29a63de776da,10
9036e340-4741-409a-b2b4-73de4fb2b211,10
30689e7d-6940-4a3a-b8c4-cd983b67e91a,10
8bc7dfe3-58e7-48ec-9727-cab52a887744,10
bd94ca84-e411-4cc3-8981-2c8e0a20212b,10
29fdcf53-e845-4323-b0fd-d29c86b5a52e,10
8d56b674-10b2-4940-ae37-578648f45983,10
dabe23db-77fa-4964-9e03-0bb6cb3c4c7c,10
72e27a30-4865-40aa-aca3-04045a4f2c53,10
7f22215e-f96c-434b-b283-f2c5380c832c,10
5f69f24f-4460-40f5-bf5b-e0d0a41e7db5,10
a8240537-ad54-4c6e-a302-7a0052fe8065,10
48cc7caa-3e83-423f-afee-1d94f6775158,10
9233c1f5-a942-4fa5-a04d-cb0d02af75cb,10
5a736d68-aaa3-4fc7-8721-df0b75d83c04,10
a1456a7b-362d-4d28-a58c-b96ee37e5dd8,10
4f24cfc3-6904-4712-a6ad-c706b94aa284,10
577b5cf8-e619-4e30-a582-7de175dc995c,10
e2fbbc53-4233-4915-888b-3d4960b1c88e,20
43ef4763-bcda-420c-8000-07572b04ad74,10
87a637b6-667a-4efb-a3db-35bb21d8db44,10
8ea76387-b303-451f-9402-87e957d84b26,10
d6a84f10-735d-4f8c-a609-d3638c2892e1,10
9fc51bd6-d9da-4b82-84ca-25f84f7e8cd1,10
451f3c5a-c8b1-4469-97e1-0f0fc66c1998,10
f0788c73-c9f6-49fb-8dcd-731a4a8c3ef2,10
93adfd56-b357-4006-976b-9beed0d664e5,10
51fb5f0d-3d4e-484d-a941-6019c8002907,10
224d8066-debc-423f-b9a8-2c0a907575d5,10
b39883cd-7e3d-44c6-843c-8019a89bf600,10
caac67db-b2c7-46ce-b002-8a422aa64e90,10
c2ad2852-0912-4902-8aa5-f6001a20490a,10
dbe7b3e4-17ac-4352-b678-edca1f0be857,10
5c507720-a01d-4e38-84ba-b969abe5919a,10
06cefdca-8ab7-4e2f-9364-923bcaa44fcb,10
be37d369-a9c4-454c-95dd-22617a371a45,20
cb8dbac6-b224-4cdf-92f8-4006440685fc,10
8816df42-30f4-4c30-b7d6-695f6fb3bd8a,10
ee0476ed-418d-4772-a67e-e109238c742e,10
d60d6b29-02c4-4056-9bca-e57fb0e7f364,10
667eb393-1339-4003-8f11-f37022e06547,10
d0d5f699-4c99-43f0-918f-257e4101f55e,10
2280a45f-881b-472f-a489-74e60bbce108,10
ba5ca2dd-1ecf-4988-9edf-5d64eb4a5a5a,10
acb392ec-9a94-4a3e-83dc-8cb0fd97e49e,10
023ba8b4-6716-4136-8c8a-b2deb88b20be,10
b573d516-6ad7-4203-b135-0093c253383d,10
c1eede45-8ea6-487c-8c97-16164419bc97,10
b7a6ee45-2148-4aef-9b48-ae26271d4bf7,20
6a2bb874-c548-488a-8030-6860fa57986b,10
303d2f4f-8b29-4414-ad20-c910d4e09803,10
87c94b68-bde5-4167-bfc1-05d6e5e16114,20
f235eb03-3a1a-497a-b14d-09fef73c7b99,10
6d16de60-7a28-4195-99d3-00c55a7022cb,10
d9cf9dff-b78c-4ddb-a985-8ff4f36d019c,10
95a0881f-f23e-4e63-b121-c2fb9f4b024e,10
ff9a3822-af76-47fd-97f3-23156fbd12c2,10
94e6188b-855c-4416-b17b-f7afc5336385,10
51ea1f74-8a02-4180-8ddd-42800869eb89,10
625b4c12-be04-43da-a33f-603af5694ca3,10
42b83d02-537c-4c6e-9762-3033c3cfadef,10
f297543d-682f-423c-9287-1d8d8a39d77d,10
592d7b64-4de7-4f58-94a1-fc515c3ce03c,10
99779449-d62c-4ccc-a2f9-6b4e8e6789a1,10
570bf8ce-e935-442d-bfbb-4faf9830aa12,10
06c04fd2-f750-4993-a0d4-52f7e206cdda,10
a963ee28-83e0-4566-9423-89e0f7bff2ce,10
25d6f2f4-c8ad-4791-9f70-613a936bc645,10
b62a9a2a-7d10-41d1-94f3-2e58edd36010,10
c155ddae-5acb-48a8-95fe-f506f84979df,10
75127bf9-aa75-4f19-a917-928239a48786,10
a5756396-754c-4bf5-ad48-b8450864e32b,10
356e47dd-d51c-47c7-a442-bd4420128717,10
943f5b02-592f-4f14-91ef-bfe9df80bdef,10
6b8be027-3366-4248-a019-0c3058587c62,10
760fa8dd-914d-4c7c-8fbd-7689fe14c37a,10
a1ca1c4f-45a2-4ad0-86d1-2f0326414e70,10
59032574-c1ba-4257-a1a1-c80f5213e850,10
d859f3dc-a923-43a4-9fcd-371f7d7422e4,20
8ab3ea61-6842-424d-b5d4-ad69faf8c8ff,10
45c6d727-1802-415b-9a26-16085ed269ef,10
a54db690-0a12-41f3-ba59-713b8002afad,10
6047b062-23ab-4e3d-ab28-ad9a26789c68,10
030c4ae3-9be4-4071-9ca2-e6e58eafb4f5,20
3146d6b0-c4fd-48cf-96fa-614faebc3b00,10
efc3e356-ea5e-4322-9fd9-8bc739cbb050,10
12c803aa-61fe-4da1-8840-053423aab453,20
187a196d-33b8-40fe-a148-f1d894fb67a1,10
ed77cb1d-45f2-492d-b1de-51e59ace300b,10
788f40e7-c51b-41a7-b7a6-3cee4be6a952,10
d5ebebff-34cd-4ab0-bd14-1d2e934ab0c6,10
4025974f-60ee-4137-bbba-3e9202beeaac,10
1f3b6d94-cdc2-46c2-9284-f982d2c3677b,10
c3d43bb1-a3ba-4347-8421-d3eb31894344,10
144d2089-5104-49b2-b721-8293c66452b1,10
49fe5ffe-c341-4ca8-a35b-f1cb3ccc5c97,20
1bf205fd-a3e4-4045-90de-789e8057e8dd,10
103ddb2b-1300-42eb-902b-9adeec22cbe5,20
d0fa6ffe-55eb-4b15-90a1-717baf0d7347,10
47ff8b98-1672-4e0c-b158-524f63e17b54,10
